"","name","prob.m","prob.w"
"4204","Fatuel",-1,-1
"4205","Fekrije",0.25,0.75
"4206","Fen",0.43,0.57
"4207","Fengwei",0.93,0.07
"4208","Ferath",-1,-1
"4209","Fernan",0.97,0.03
"4210","Filiep",1,0
"4211","Flavie",0.02,0.98
"4212","Frini",0.1,0.9
"4213","Fritzie",0.04,0.96
"4214","Fu-Chin",0.69,0.31
"4215","Fuad",0.98,0.02
"4216","Fumi",0.5,0.5
"4217","Fumikazu",1,0
"4218","Fuxin",0.58,0.42
"4219","Gaga",0.49,0.51
"4220","Gagan",0.94,0.0600000000000001
"4221","Gang-Yi",0.71,0.29
"4222","Gartz",0.75,0.25
"4223","Gaute",0.99,0.01
"4224","Gayathri",0.02,0.98
"4225","Gayle",0.05,0.95
"4226","Ge",0.66,0.34
"4227","Geng-Lin",0.43,0.57
"4228","Georgina",0.02,0.98
"4229","Gesine",0.02,0.98
"4230","Gethin",1,0
"4231","Geza",0.96,0.04
"4232","Ghassan",0.98,0.02
"4233","Gholamreza",1,0
"4234","Gianluigi",0.99,0.01
"4235","Gianna",0.04,0.96
"4236","Gidon",0.98,0.02
"4237","Gigi",0.7,0.3
"4238","Giuliana",0.02,0.98
"4239","Gleb",1,0
"4240","Go",0.82,0.18
"4241","Golbarg",0.0600000000000001,0.94
"4242","Golijeh",-1,-1
"4243","Gopal",0.99,0.01
"4244","Govind",0.99,0.01
"4245","Graciela",0.02,0.98
"4246","Grainne",0.02,0.98
"4247","Granville",0.98,0.02
"4248","Gregorio",0.99,0.01
"4249","Grzegorz",0.99,0.01
"4250","Guadalupe",0.09,0.91
"4251","Guan",0.75,0.25
"4252","Guang-Zhong",0.81,0.19
"4253","Guangying",0.8,0.2
"4254","Guiquan",0.75,0.25
"4255","Guisheng",0.67,0.33
"4256","Gundela",0.14,0.86
"4257","Guo-Qing",0.52,0.48
"4258","Guohong",0.7,0.3
"4259","Guoying",0.45,0.55
"4260","Gustav",0.98,0.02
"4261","Gyorgyi",0.04,0.96
"4262","Hadley",0.47,0.53
"4263","Hagen",0.97,0.03
"4264","Haibing",1,0
"4265","Hailan",0.05,0.95
"4266","Hailing",0.35,0.65
"4267","Haining",0.79,0.21
"4268","Haitao",0.95,0.05
"4269","Hama",0.95,0.05
"4270","Hamish",0.99,0.01
"4271","Hannelore",0.02,0.98
"4272","Hans-Jurgen",0.8,0.2
"4273","Haojiang",-1,-1
"4274","Harsha",0.77,0.23
"4275","Haruhisa",1,0
"4276","Harumi",0.1,0.9
"4277","Hassan",0.98,0.02
"4278","Hatim",0.97,0.03
"4279","Heath",0.97,0.03
"4280","Heekyung",0.11,0.89
"4281","Hein",0.97,0.03
"4282","Heleen",0.01,0.99
"4283","Hemant",1,0
"4284","Hemanth",1,0
"4285","Heng",0.82,0.18
"4286","Heng-Ru",0.77,0.23
"4287","Hernando",0.99,0.01
"4288","Hessel",0.97,0.03
"4289","Heung-Il",0.93,0.07
"4290","Hidehiro",1,0
"4291","Hidekazu",1,0
"4292","Hidemasa",1,0
"4293","Hilke",0.01,0.99
"4294","Hinze",0.71,0.29
"4295","Hirac",-1,-1
"4296","Hiro",0.94,0.0600000000000001
"4297","Hiromasa",1,0
"4298","Hiromichi",0.98,0.02
"4299","Hisao",0.98,0.02
"4300","Hitomi",0.05,0.95
"4301","Hong-ping",0.49,0.51
"4302","Hong-Sheng",0.51,0.49
"4303","Hong-Yuan",1,0
"4304","Honglai",0.75,0.25
"4305","Hongliang",0.95,0.05
"4306","Hongmin",0.88,0.12
"4307","Hongwei",0.88,0.12
"4308","Hongxin",1,0
"4309","Hongyu",0.67,0.33
"4310","Hope",0,1
"4311","Hosung",0.98,0.02
"4312","Houman",0.98,0.02
"4313","Hristina",0.04,0.96
"4314","Hualou",-1,-1
"4315","Hui-Juan",0.97,0.03
"4316","Hui-Xin",0.53,0.47
"4317","Huibing",-1,-1
"4318","Huifang",0,1
"4319","Humberto",0.99,0.01
"4320","Huntington",0.83,0.17
"4321","Husseini",1,0
"4322","Huu",0.93,0.07
"4323","Hye",0.2,0.8
"4324","Hyojung",0.07,0.93
"4325","Hysell",0.25,0.75
"4326","Hyung",0.93,0.07
"4327","Hyung-Bae",0.81,0.19
"4328","HyungGoo",1,0
"4329","Hyungju",0.78,0.22
"4330","Hyuno",1,0
"4331","Hyunyeol",0.75,0.25
"4332","I-han",0.72,0.28
"4333","Ignazio",0.99,0.01
"4334","Ikuya",1,0
"4335","In-Jung",0.66,0.34
"4336","Indu",0.09,0.91
"4337","Ingvars",1,0
"4338","Inhee",0.25,0.75
"4339","Ipe",0.88,0.12
"4340","Israeli",-1,-1
"4341","Ivana",0.03,0.97
"4342","Ivelisse",0.02,0.98
"4343","Ivy",0.04,0.96
"4344","Jaana",0.05,0.95
"4345","Jacinta",0.02,0.98
"4346","Jaco",0.98,0.02
"4347","Jacopo",0.99,0.01
"4348","Jacque",0.43,0.57
"4349","Jagath",0.99,0.01
"4350","Jai",0.91,0.09
"4351","Jairaj",1,0
"4352","Jamel",0.98,0.02
"4353","Jang-Ho",1,0
"4354","Jaroslav",0.98,0.02
"4355","Jasmeer",0.8,0.2
"4356","Jaya",0.54,0.46
"4357","Jean-Dominique",1,0
"4358","Jean-FranAois",0.89,0.11
"4359","Jelmer",1,0
"4360","Jen-Tse",0.09,0.91
"4361","Jeong-Seop",0.8,0.2
"4362","Jeppe",0.99,0.01
"4363","Jesica",0.03,0.97
"4364","Ji-fang",0.67,0.33
"4365","Jialing",0.07,0.93
"4366","Jian-Sheng",0.84,0.16
"4367","Jian-young",0.88,0.12
"4368","Jian-Zhi",0.86,0.14
"4369","Jian-Zhong",0.85,0.15
"4370","Jianhui",0.9,0.1
"4371","Jianing",0.63,0.37
"4372","Jianrong",0.82,0.18
"4373","Jiansong",1,0
"4374","Jianxin",0.95,0.05
"4375","Jianying",0.64,0.36
"4376","Jianzhong",0.93,0.07
"4377","Jiawei",0.79,0.21
"4378","Jiayu",0.35,0.65
"4379","Jie-Min",0.64,0.36
"4380","Jinbin",0.67,0.33
"4381","Jing-Jing",0,1
"4382","Jingping",0.4,0.6
"4383","Jingshan",0.43,0.57
"4384","Jinhyun",0.83,0.17
"4385","Jinsong",0.93,0.07
"4386","Jiye",0.22,0.78
"4387","Jo",0.6,0.4
"4388","JoAnne",0.02,0.98
"4389","Jodi",0.08,0.92
"4390","Joey",0.86,0.14
"4391","Jolien",0.03,0.97
"4392","Jonghan",1,0
"4393","Joonas",0.99,0.01
"4394","Joung-Hun",0.87,0.13
"4395","Jovica",0.99,0.01
"4396","Jozien",0.0600000000000001,0.94
"4397","Jubin",0.97,0.03
"4398","Juhee",0.12,0.88
"4399","Juhyun",0.57,0.43
"4400","Junfang",0.4,0.6
"4401","Jung-Lung",0.74,0.26
"4402","Junghyun",0.72,0.28
"4403","Junko",0.0600000000000001,0.94
"4404","Junqian",0.33,0.67
"4405","Junyu",0.92,0.08
"4406","Justus",0.98,0.02
"4407","Ka",0.53,0.47
"4408","Kaarin",0,1
"4409","Kadharbatcha",0.75,0.25
"4410","Kae-Jiun",0.23,0.77
"4411","Kah",0.31,0.69
"4412","Kah-Leong",0.6,0.4
"4413","Kaitlin",0.01,0.99
"4414","Kalpana",0.03,0.97
"4415","Kamilla",0.02,0.98
"4416","Kamon",0.81,0.19
"4417","Kan",0.71,0.29
"4418","Kanato",0.89,0.11
"4419","Karalyn",0.05,0.95
"4420","Karl-Friedrich",1,0
"4421","Karl-Juergen",0.98,0.02
"4422","Karthik",1,0
"4423","Kassandra",0.02,0.98
"4424","Kateri",0.01,0.99
"4425","Kathie",0.02,0.98
"4426","Katrien",0.01,0.99
"4427","Katsuo",0.97,0.03
"4428","Katsusuke",1,0
"4429","Katsutoshi",1,0
"4430","Kaustubh",1,0
"4431","Kavita",0.03,0.97
"4432","Kaylene",0.02,0.98
"4433","Kayo",0.69,0.31
"4434","Kazuhide",1,0
"4435","Kazuhito",1,0
"4436","Kazuki",0.98,0.02
"4437","Kazumasa",1,0
"4438","Kea",0.29,0.71
"4439","Keir",0.96,0.04
"4440","Keise",0.11,0.89
"4441","Keita",0.87,0.13
"4442","Kejal",0.23,0.77
"4443","Kelli",0.02,0.98
"4444","Kendrick",0.97,0.03
"4445","Keree",-1,-1
"4446","Kiah",0.14,0.86
"4447","Kieran",0.98,0.02
"4448","Kilian",0.98,0.02
"4449","Kimihiro",1,0
"4450","King-Wai",0.95,0.05
"4451","Kinichi",0.75,0.25
"4452","Kira",0.17,0.83
"4453","Kirkwood",1,0
"4454","Kirsi",0.04,0.96
"4455","Kirsteen",0.01,0.99
"4456","Kirstie",0.02,0.98
"4457","Kiyomitsu",1,0
"4458","Kohichi",0.96,0.04
"4459","Konstantina",0.02,0.98
"4460","Kristien",0.07,0.93
"4461","Kristl",0.0600000000000001,0.94
"4462","Kristof",0.98,0.02
"4463","Kuan",0.76,0.24
"4464","Kuo-Hsing",0.74,0.26
"4465","Kyonsoo",-1,-1
"4466","Kyungjin",0.61,0.39
"4467","Laila",0.02,0.98
"4468","Laleh",0.03,0.97
"4469","Lang",0.77,0.23
"4470","Larissa",0.02,0.98
"4471","Lars-Olof",0.98,0.02
"4472","Laura-Adela",0.02,0.98
"4473","Laurenz",0.98,0.02
"4474","Lauriane",0.02,0.98
"4475","Leeanne",0.02,0.98
"4476","Lenka",0.01,0.99
"4477","Li-Chong",0.52,0.48
"4478","Li-Jin",0.6,0.4
"4479","Liang-Wei",0.75,0.25
"4480","Liching",0.2,0.8
"4481","Lijun",0.49,0.51
"4482","Lilach",0.03,0.97
"4483","Limor",0.02,0.98
"4484","Ling-Qiang",0.36,0.64
"4485","Liora",0.05,0.95
"4486","Liquan",0.83,0.17
"4487","Liza",0.03,0.97
"4488","Lore",0.15,0.85
"4489","Loretta",0.02,0.98
"4490","Lorey",0.26,0.74
"4491","Lorimer",0.8,0.2
"4492","Lotfi",0.98,0.02
"4493","Lucile",0.03,0.97
"4494","Ludovico",0.99,0.01
"4495","Luye",-1,-1
"4496","Luz",0.04,0.96
"4497","Lydie",0.02,0.98
"4498","Maaike",0.01,0.99
"4499","Macarena",0.02,0.98
"4500","Maddalena",0.02,0.98
"4501","Madelaine",0.03,0.97
"4502","Madoka",0.09,0.91
"4503","Mads",0.96,0.04
"4504","Maeike",0,1
"4505","Mael",0.88,0.12
"4506","Magalie",0.02,0.98
"4507","Maggie",0.01,0.99
"4508","Magor",0.79,0.21
"4509","Mahendra",1,0
"4510","Mahinda",0.98,0.02
"4511","Mahlon",0.98,0.02
"4512","Mahsa",0.03,0.97
"4513","Mahzarin",0.25,0.75
"4514","Maital",0.25,0.75
"4515","Mami",0.48,0.52
"4516","Manjit",0.89,0.11
"4517","Manoj",1,0
"4518","Mante",0.53,0.47
"4519","Marcie",0.03,0.97
"4520","Mariacristina",0.03,0.97
"4521","Marie-Catherine",0.03,0.97
"4522","Marie-Luise",0.01,0.99
"4523","Mariela",0.02,0.98
"4524","Marija",0.03,0.97
"4525","Marijke",0.01,0.99
"4526","Marilena",0.02,0.98
"4527","Marino",0.95,0.05
"4528","Marisol",0.02,0.98
"4529","Marloes",0.01,0.99
"4530","Marom",0.4,0.6
"4531","Mart",0.84,0.16
"4532","Mary-Frances",0,1
"4533","Masahide",1,0
"4534","Mateo",0.98,0.02
"4535","Maud",0.03,0.97
"4536","Maude",0.04,0.96
"4537","Maximiliano",1,0
"4538","Md",0.97,0.03
"4539","Meagan",0.02,0.98
"4540","Mean-Hwan",0.74,0.26
"4541","Meei-Ling",0.21,0.79
"4542","Meghan",0.01,0.99
"4543","Mehul",0.99,0.01
"4544","Meir",0.97,0.03
"4545","Merel",0.03,0.97
"4546","Meryem",0.03,0.97
"4547","Mian",0.95,0.05
"4548","Micheal",0.98,0.02
"4549","Michelino",0.99,0.01
"4550","Michell",0.45,0.55
"4551","Michiru",0.33,0.67
"4552","Mihaela",0.02,0.98
"4553","Min-Fang",0.57,0.43
"4554","Min-tsai",0.65,0.35
"4555","Minami",0.2,0.8
"4556","Ming-Gao",0.75,0.25
"4557","Ming-Hu",0.76,0.24
"4558","Ming-Jer",0.81,0.19
"4559","Ming-Rong",0.73,0.27
"4560","Ming-Tsung",0.77,0.23
"4561","Mingrui",0.63,0.37
"4562","Mingsha",-1,-1
"4563","Mingxia",0.14,0.86
"4564","Miran",0.82,0.18
"4565","Mireia",0.02,0.98
"4566","Miri",0.35,0.65
"4567","Mirjam",0.02,0.98
"4568","Mkael",1,0
"4569","Mladen-Roko",0.99,0.01
"4570","Mohanish",1,0
"4571","Monia",0.02,0.98
"4572","Monika-Zita",0.02,0.98
"4573","Moran",0.55,0.45
"4574","Morihiro",1,0
"4575","Mouna",0.03,0.97
"4576","Mukeshwar",1,0
"4577","Munmun",0.08,0.92
"4578","Myoung-Hwan",0.9,0.1
"4579","Nabil",0.97,0.03
"4580","Nadege",0.02,0.98
"4581","Nagesh",1,0
"4582","Naheed",0.31,0.69
"4583","Nahid",0.38,0.62
"4584","Nail",-1,-1
"4585","Nalini",0.05,0.95
"4586","Nan-kuei",0.29,0.71
"4587","Nanthia",0.75,0.25
"4588","Naoko",0.02,0.98
"4589","Naotsugu",1,0
"4590","Nara",0.16,0.84
"4591","Narcis",0.92,0.08
"4592","Nashaat",0.99,0.01
"4593","Nasser",0.98,0.02
"4594","Natalina",0.02,0.98
"4595","Natalya",0.01,0.99
"4596","Nathanael",0.99,0.01
"4597","Natsumi",0.03,0.97
"4598","Naveed",0.99,0.01
"4599","Neel",0.93,0.07
"4600","Neha",0.02,0.98
"4601","Nelly",0.08,0.92
"4602","Netta",0.0600000000000001,0.94
"4603","Nga",0.08,0.92
"4604","Nichola",0.07,0.93
"4605","Nichole",0.03,0.97
"4606","Nickolay",1,0
"4607","Nicolette",0.03,0.97
"4608","Nikolas",0.99,0.01
"4609","Nikolay",1,0
"4610","Nilli",0.22,0.78
"4611","Ninni",0.52,0.48
"4612","Nitzan",0.56,0.44
"4613","Nobuaki",1,0
"4614","Nobue",0.13,0.87
"4615","Nobukatsu",1,0
"4616","Nobukazu",1,0
"4617","Nobuko",0.02,0.98
"4618","Nobutake",-1,-1
"4619","Nobuyoshi",1,0
"4620","Noemi",0.02,0.98
"4621","Nolan",0.98,0.02
"4622","Norimitsu",1,0
"4623","Noriyuki",0.99,0.01
"4624","Nouchine",0.25,0.75
"4625","Numa",0.77,0.23
"4626","Nuo",0.19,0.81
"4627","Okan",0.96,0.04
"4628","Okito",0.89,0.11
"4629","Oksana",0.02,0.98
"4630","Olena",0.02,0.98
"4631","Onkar",1,0
"4632","Onno",0.97,0.03
"4633","Ori",0.7,0.3
"4634","Orie",0.29,0.71
"4635","Orjan",0.96,0.04
"4636","Osborne",0.96,0.04
"4637","Osmo",0.99,0.01
"4638","Padinjat",-1,-1
"4639","Pai-Feng",0.76,0.24
"4640","Pam",0.04,0.96
"4641","Panayiota",0.01,0.99
"4642","Partha",1,0
"4643","Pau",0.67,0.33
"4644","Paulette",0.02,0.98
"4645","Pauly",0.61,0.39
"4646","Peer",1,0
"4647","Pek-Lan",0.27,0.73
"4648","Pekka",0.99,0.01
"4649","Peri",0.32,0.68
"4650","Pertti",0.99,0.01
"4651","Pew-Thian",0.57,0.43
"4652","Phoebe",0.02,0.98
"4653","Pierre-Alexandre",0.99,0.01
"4654","Pierre-Francois",1,0
"4655","Pinar",0.04,0.96
"4656","Ping-Yue",0.49,0.51
"4657","Po-Jang",0.66,0.34
"4658","Ponnada",0.87,0.13
"4659","Premysl",0.98,0.02
"4660","Pulin",1,0
"4661","Qihong",0.45,0.55
"4662","Qilin",0.76,0.24
"4663","Qing-Song",0.65,0.35
"4664","Qingchun",0.89,0.11
"4665","Qinghua",0.48,0.52
"4666","Qingli",0.11,0.89
"4667","Qingzhong",0.8,0.2
"4668","Qiong",0.12,0.88
"4669","Qiu-Lan",0.26,0.74
"4670","Qiushi",0.81,0.19
"4671","Qiusong",-1,-1
"4672","Qiuyun",0.25,0.75
"4673","Quanxin",-1,-1
"4674","RA(C)my",-1,-1
"4675","Rachelle",0.04,0.96
"4676","Rafaela",0.02,0.98
"4677","Rajan",0.99,0.01
"4678","Ram",0.97,0.03
"4679","Ramiro",0.99,0.01
"4680","Raoul-Martin",0.98,0.02
"4681","Raymund",0.99,0.01
"4682","Reena",0.02,0.98
"4683","Reka",0.15,0.85
"4684","Remko",1,0
"4685","Renate",0.02,0.98
"4686","Renske",0.01,0.99
"4687","Reymundo",1,0
"4688","Rhea",0.02,0.98
"4689","Rhiannon",0.02,0.98
"4690","Rie",0.14,0.86
"4691","Rimona",0.07,0.93
"4692","Rishi",0.98,0.02
"4693","Robbe",0.95,0.05
"4694","Robby",0.96,0.04
"4695","Robertas",0.99,0.01
"4696","Robia",0.31,0.69
"4697","Roee",0.96,0.04
"4698","Roh-Yu",0.63,0.37
"4699","Rohan",0.99,0.01
"4700","Rohit",1,0
"4701","Romesh",1,0
"4702","Ronaldo",0.99,0.01
"4703","Ronen",0.99,0.01
"4704","Ronny",0.98,0.02
"4705","Rosalina",0.02,0.98
"4706","Rostislav",0.98,0.02
"4707","Roumen",0.98,0.02
"4708","Roxana",0.02,0.98
"4709","Ru",0.69,0.31
"4710","Ruifeng",1,0
"4711","Ruiqi",0.65,0.35
"4712","Rumana",0.05,0.95
"4713","Ryosuke",0.99,0.01
"4714","Ryuichiro",1,0
"4715","Sachia",0.4,0.6
"4716","Sadao",0.94,0.0600000000000001
"4717","Sakiko",0.05,0.95
"4718","Salim",0.98,0.02
"4719","Samson",0.98,0.02
"4720","Samy",0.88,0.12
"4721","San",0.63,0.37
"4722","Sandhitsu",-1,-1
"4723","Sangwook",0.98,0.02
"4724","Santos",0.91,0.09
"4725","Sarael",0.67,0.33
"4726","Sasha",0.47,0.53
"4727","Satish",1,0
"4728","Satoko",0.02,0.98
"4729","Satvinder",0.88,0.12
"4730","Schuichi",0.75,0.25
"4731","Se-Hong",0.53,0.47
"4732","Se-Young",0.25,0.75
"4733","Segev",1,0
"4734","Seiichi",0.99,0.01
"4735","Seija",0.03,0.97
"4736","Selina",0.04,0.96
"4737","Seog",0.83,0.17
"4738","Seong-Woo",0.86,0.14
"4739","Setsuko",0.03,0.97
"4740","Seung-Ha",0.33,0.67
"4741","Seung-Lark",0.85,0.15
"4742","Seungbok",0.75,0.25
"4743","Seyed",0.97,0.03
"4744","Seymour",0.95,0.05
"4745","Shaheen",0.66,0.34
"4746","Shalini",0.01,0.99
"4747","Shankar",1,0
"4748","Shanti",0.23,0.77
"4749","Shasta",0.09,0.91
"4750","Shauna",0.07,0.93
"4751","Shay",0.46,0.54
"4752","Shayna",0.02,0.98
"4753","Shenfeng",1,0
"4754","Shengwei",0.7,0.3
"4755","Shi-Hua",0.54,0.46
"4756","Shichun",0.75,0.25
"4757","Shikha",0.02,0.98
"4758","Shiliang",1,0
"4759","Shimin",0.46,0.54
"4760","Shin-ichiro",1,0
"4761","Shin-ya",1,0
"4762","Shin'ya",0.99,0.01
"4763","Shinichiro",1,0
"4764","Shintaro",0.98,0.02
"4765","Shiori",0.04,0.96
"4766","Shitij",1,0
"4767","Shiyan",0.71,0.29
"4768","Shizuka",0.05,0.95
"4769","Sho",0.78,0.22
"4770","Shoichi",1,0
"4771","Shoji",0.99,0.01
"4772","Shona",0.0600000000000001,0.94
"4773","Shoshana",0.04,0.96
"4774","Shota",0.98,0.02
"4775","Shreaya",0.25,0.75
"4776","Shruti",0.01,0.99
"4777","Shu-Chan",0.66,0.34
"4778","Shu-Chen",0,1
"4779","Shu-Ling",0,1
"4780","Shu-Rong",0.58,0.42
"4781","Shu-Wei",0.75,0.25
"4782","Shuai",0.87,0.13
"4783","Shuhei",1,0
"4784","Shui-Wang",0.65,0.35
"4785","Shun",0.92,0.08
"4786","Shuntaro",1,0
"4787","Shusaku",1,0
"4788","Siawoosh",-1,-1
"4789","Sidarta",0.95,0.05
"4790","Sien",0.19,0.81
"4791","Sigrun",0,1
"4792","Silvina",0.01,0.99
"4793","Sirawaj",0.75,0.25
"4794","Sivan",0.59,0.41
"4795","Skyler",0.7,0.3
"4796","Smriti",0.03,0.97
"4797","Sohyun",0.04,0.96
"4798","Solon",0.99,0.01
"4799","Solveig",0.02,0.98
"4800","Sonal",0.13,0.87
"4801","Songli",0.75,0.25
"4802","Soon",-1,-1
"4803","Sora",0.36,0.64
"4804","Sotaro",1,0
"4805","Sotiris",0.99,0.01
"4806","Soufiane",0.98,0.02
"4807","Soyon",0.4,0.6
"4808","Soyoun",0.08,0.92
"4809","Sreeganga",0.25,0.75
"4810","Srinivasa",1,0
"4811","Srivas",1,0
"4812","StA(C)phane",-1,-1
"4813","Stefon",0.98,0.02
"4814","Stelios",0.99,0.01
"4815","Stig",0.98,0.02
"4816","Stijn",0.99,0.01
"4817","Subhas",0.99,0.01
"4818","Suiping",0.25,0.75
"4819","Suk",0.82,0.18
"4820","Sukbin",0.75,0.25
"4821","Sukhbinder",0.71,0.29
"4822","Sumit",1,0
"4823","Sunanda",0.16,0.84
"4824","Sung-Tsang",0.85,0.15
"4825","SungWon",0.95,0.05
"4826","Surojit",0.99,0.01
"4827","Susie",0.02,0.98
"4828","Svitlana",0.02,0.98
"4829","Swann",0.71,0.29
"4830","Szabolcs",1,0
"4831","Szu-Han",0.72,0.28
"4832","Szu-Ying",0,1
"4833","Taco",0.88,0.12
"4834","Tae-Wan",1,0
"4835","Tai",0.74,0.26
"4836","Taina",0.04,0.96
"4837","Tak",0.83,0.17
"4838","Takayoshi",1,0
"4839","Takehiko",1,0
"4840","Taner",0.97,0.03
"4841","Tanguy",0.98,0.02
"4842","Tanuja",0.02,0.98
"4843","Taraz",0.91,0.09
"4844","Tarja",0.05,0.95
"4845","Tatsuhiro",1,0
"4846","Tatsumi",0.9,0.1
"4847","Teddy",0.94,0.0600000000000001
"4848","Teri",0.0600000000000001,0.94
"4849","Terje",0.91,0.09
"4850","Terrie",0.05,0.95
"4851","Teruo",0.99,0.01
"4852","Tetsu",0.99,0.01
"4853","Tetsushi",1,0
"4854","Theofanis",1,0
"4855","Tian-Ming",0.75,0.25
"4856","Tianyi",0.7,0.3
"4857","Tilmann",1,0
"4858","Tipu",0.99,0.01
"4859","Tjeerd",1,0
"4860","Tomaa",0.75,0.25
"4861","Tomaso",0.98,0.02
"4862","Tomasz",0.99,0.01
"4863","Tomer",0.98,0.02
"4864","Tommas",0.98,0.02
"4865","Tommi",0.96,0.04
"4866","Tomoharu",1,0
"4867","Tomonori",1,0
"4868","Torbjorn",1,0
"4869","Tormod",0.97,0.03
"4870","Trinity",0.2,0.8
"4871","Trygve",1,0
"4872","Tsukasa",0.85,0.15
"4873","Tsunehiko",1,0
"4874","Tsuneya",-1,-1
"4875","Tulay",0.04,0.96
"4876","Tung-Ping",0.76,0.24
"4877","Tushar",1,0
"4878","Tutis",0.4,0.6
"4879","Tuula",0.04,0.96
"4880","Tzer-Bin",0.89,0.11
"4881","Ulises",0.99,0.01
"4882","Ulrika",0.01,0.99
"4883","Uma",0.26,0.74
"4884","Umrao",0.94,0.0600000000000001
"4885","Una",0.09,0.91
"4886","Utpal",0.99,0.01
"4887","V1ctor",0.99,0.01
"4888","Vaidehi",0.03,0.97
"4889","Varda",0.2,0.8
"4890","Vasco",0.98,0.02
"4891","Vasilis",0.99,0.01
"4892","Vassiliy",1,0
"4893","Vedrana",0.03,0.97
"4894","Veeramuthu",1,0
"4895","Verity",0.03,0.97
"4896","Vicenta",0.01,0.99
"4897","Vickram",1,0
"4898","Vidhya",0.08,0.92
"4899","Vidita",0.03,0.97
"4900","Vikrant",1,0
"4901","Vincenza",0.04,0.96
"4902","Violetta",0.02,0.98
"4903","Virgil",0.98,0.02
"4904","Vitali",0.98,0.02
"4905","Viviane",0.02,0.98
"4906","Vladyslav",1,0
"4907","Vlastislav",0.99,0.01
"4908","Volko",0.83,0.17
"4909","Vytautas",0.99,0.01
"4910","Wandong",0.75,0.25
"4911","Wang",0.65,0.35
"4912","Wangfa",0.75,0.25
"4913","Wanmei",0.4,0.6
"4914","Ward",0.84,0.16
"4915","Weichun",0.77,0.23
"4916","Weiming",0.94,0.0600000000000001
"4917","Weiqing",0.72,0.28
"4918","Weisheng",0.93,0.07
"4919","Weiwei",0.39,0.61
"4920","Weizhe",0.89,0.11
"4921","Wen-Jie",0.52,0.48
"4922","Wen-Ju",0.5,0.5
"4923","Wen-Mei",0.26,0.74
"4924","Wenfeng",0.92,0.08
"4925","Wenxue",0.62,0.38
"4926","Wenzhen",0.57,0.43
"4927","Wilhelm",0.98,0.02
"4928","Wilhelmina",0.05,0.95
"4929","Willi",0.97,0.03
"4930","Wylie",0.83,0.17
"4931","Xandra",0.03,0.97
"4932","Xaq",0.75,0.25
"4933","Xiang-Dong",0.85,0.15
"4934","Xiang-Ping",0.61,0.39
"4935","Xiangmin",0.4,0.6
"4936","Xiangyou",0.75,0.25
"4937","Xiangyun",0.67,0.33
"4938","Xiao-bing",0.57,0.43
"4939","Xiao-Bing",0.57,0.43
"4940","Xiao-Ping",0.53,0.47
"4941","Xiaobo",0.92,0.08
"4942","Xiaohua",0.53,0.47
"4943","Xiaolu",0.34,0.66
"4944","Xiaorong",0.45,0.55
"4945","Xiaosong",0.85,0.15
"4946","Xiaotian",0.8,0.2
"4947","Xiaotong",0.26,0.74
"4948","Xiaoxia",0.2,0.8
"4949","Xiaoxiao",0.25,0.75
"4950","Xiaoxuan",0.2,0.8
"4951","Xiaoyu",0.44,0.56
"4952","Xilin",0.47,0.53
"4953","Xiling",0,1
"4954","Xin-Ming",0.7,0.3
"4955","Xing",0.7,0.3
"4956","Xinghua",0.56,0.44
"4957","Xintian",0.37,0.63
"4958","Xinying",0.11,0.89
"4959","Xiong",0.79,0.21
"4960","Xiujuan",0,1
"4961","Xiurong",-1,-1
"4962","Xueming",0.91,0.09
"4963","Ya",0.61,0.39
"4964","Yanghong",0.67,0.33
"4965","Yanjun",0.61,0.39
"4966","Yanling",0.03,0.97
"4967","Yaping",0.23,0.77
"4968","Yashar",0.98,0.02
"4969","Yasuharu",1,0
"4970","Yasuyo",0,1
"4971","Yevgenia",0.04,0.96
"4972","Yi-Lan",0.35,0.65
"4973","Yi-Rong",0.67,0.33
"4974","Yi-Yu",0.67,0.33
"4975","Yigal",0.99,0.01
"4976","Yijen",0.4,0.6
"4977","Yili",0.33,0.67
"4978","Yinghua",0.15,0.85
"4979","Yingli",0.08,0.92
"4980","Yingtang",-1,-1
"4981","Yingying",0.02,0.98
"4982","Yiying",0.12,0.88
"4983","Yizheng",0.57,0.43
"4984","Yohan",0.98,0.02
"4985","Yong-Jing",0.54,0.46
"4986","Yongchang",1,0
"4987","Yongling",0.25,0.75
"4988","Yongmin",0.95,0.05
"4989","Yoojin",0.17,0.83
"4990","Yoonho",0.97,0.03
"4991","Yoshie",0.11,0.89
"4992","Yoshimitsu",0.96,0.04
"4993","Yoshinao",1,0
"4994","You",0.83,0.17
"4995","Young-Ho",1,0
"4996","Younglim",-1,-1
"4997","Youngshik",1,0
"4998","Yousef",0.98,0.02
"4999","Yousheng",1,0
"5000","Yu-Chen",0.38,0.62
